2022-05-18 16:05:146 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 22:05:762 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (a9684f0506a806b8d10eea50e78115d8)] -> xpath: //input[@id='user-name']]
2022-05-18 22:05:834 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (a9684f0506a806b8d10eea50e78115d8)] -> xpath: //input[@id='password']]
2022-05-18 22:05:932 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (a9684f0506a806b8d10eea50e78115d8)] -> xpath: //input[@id='login-button']]
2022-05-18 22:05:903 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 22:05:721 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (0866afae291d3ab6136bc69c65b542ef)] -> xpath: //input[@id='user-name']]
2022-05-18 22:05:789 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (0866afae291d3ab6136bc69c65b542ef)] -> xpath: //input[@id='password']]
2022-05-18 22:05:879 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (0866afae291d3ab6136bc69c65b542ef)] -> xpath: //input[@id='login-button']]
2022-05-18 22:05:578 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 22:05:439 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (929cb0cae533e55ead684a3f7d761cc3)] -> xpath: //input[@id='user-name']]
2022-05-18 22:05:504 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (929cb0cae533e55ead684a3f7d761cc3)] -> xpath: //input[@id='password']]
2022-05-18 22:05:610 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (929cb0cae533e55ead684a3f7d761cc3)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:63 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:882 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (06aab38fac4c100a58109aff6ac81947)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:947 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (06aab38fac4c100a58109aff6ac81947)] -> xpath: //input[@id='password']]
2022-05-18 23:05:52 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (06aab38fac4c100a58109aff6ac81947)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:688 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:396 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (3dfdd6327bb3426efb9d148a7ea94979)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:465 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (3dfdd6327bb3426efb9d148a7ea94979)] -> xpath: //input[@id='password']]
2022-05-18 23:05:554 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (3dfdd6327bb3426efb9d148a7ea94979)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:823 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:600 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (05cd4e035d90ace6d2936c42ab0e9e5b)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:666 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (05cd4e035d90ace6d2936c42ab0e9e5b)] -> xpath: //input[@id='password']]
2022-05-18 23:05:766 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (05cd4e035d90ace6d2936c42ab0e9e5b)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:937 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:657 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (8462aca3b4422133ba2f88e29e7fa063)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:721 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (8462aca3b4422133ba2f88e29e7fa063)] -> xpath: //input[@id='password']]
2022-05-18 23:05:817 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (8462aca3b4422133ba2f88e29e7fa063)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:563 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:382 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (5d7edc30409e2da979280e892d5edce6)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:446 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (5d7edc30409e2da979280e892d5edce6)] -> xpath: //input[@id='password']]
2022-05-18 23:05:540 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (5d7edc30409e2da979280e892d5edce6)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:29 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:760 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (d253acae8863ea3eda88ff80ac869841)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:824 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (d253acae8863ea3eda88ff80ac869841)] -> xpath: //input[@id='password']]
2022-05-18 23:05:924 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (d253acae8863ea3eda88ff80ac869841)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:705 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:521 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:338 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (4fafca605a313051217ffa0c24319b97)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:479 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (4fafca605a313051217ffa0c24319b97)] -> xpath: //input[@id='password']]
2022-05-18 23:05:663 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (4fafca605a313051217ffa0c24319b97)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:374 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (fe301a676f1b3ca7d3b3eafe5accceea)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:441 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (fe301a676f1b3ca7d3b3eafe5accceea)] -> xpath: //input[@id='password']]
2022-05-18 23:05:566 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (fe301a676f1b3ca7d3b3eafe5accceea)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:727 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:818 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (e9e02f434d81960b7cf0caddd0338e63)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:886 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (e9e02f434d81960b7cf0caddd0338e63)] -> xpath: //input[@id='password']]
2022-05-18 23:05:979 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (e9e02f434d81960b7cf0caddd0338e63)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:567 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:431 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (b66f9dde935658135804cf0063b980e5)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:496 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (b66f9dde935658135804cf0063b980e5)] -> xpath: //input[@id='password']]
2022-05-18 23:05:628 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (b66f9dde935658135804cf0063b980e5)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:121 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:868 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (ee19bbd5b6c0006af94dae6d307bf1a7)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:941 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (ee19bbd5b6c0006af94dae6d307bf1a7)] -> xpath: //input[@id='password']]
2022-05-18 23:05:51 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (ee19bbd5b6c0006af94dae6d307bf1a7)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:855 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:586 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (cb1e54f32d6949230ca914c3271620a9)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:654 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (cb1e54f32d6949230ca914c3271620a9)] -> xpath: //input[@id='password']]
2022-05-18 23:05:760 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (cb1e54f32d6949230ca914c3271620a9)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:394 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:293 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:362 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //input[@id='password']]
2022-05-18 23:05:452 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:947 INFO  CartPage :24 - click on checkOutButton :[[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //button[contains(text(),'Checkout')]]
2022-05-18 23:05:31 INFO  CheckOutPage :32 - Entring first name : [[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //input[@id='first-name']]
2022-05-18 23:05:105 INFO  CheckOutPage :36 - Enter last name :[[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //input[@id='last-name']]
2022-05-18 23:05:188 INFO  CheckOutPage :40 - Entring zip code : [[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //input[@id='postal-code']]
2022-05-18 23:05:268 INFO  CheckOutPage :44 - click on Continue :[[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //input[@id='continue']]
2022-05-18 23:05:342 INFO  CheckOutCompletePage :22 - Getting thank you text :[[ChromeDriver: chrome on WINDOWS (42088b6ff35abd7766c8a60533e0ed07)] -> xpath: //h2[@class='complete-header']]
2022-05-18 23:05:456 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:213 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:285 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //input[@id='password']]
2022-05-18 23:05:383 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:948 INFO  CartPage :24 - click on checkOutButton :[[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //button[contains(text(),'Checkout')]]
2022-05-18 23:05:33 INFO  CheckOutPage :32 - Entring first name : [[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //input[@id='first-name']]
2022-05-18 23:05:113 INFO  CheckOutPage :36 - Enter last name :[[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //input[@id='last-name']]
2022-05-18 23:05:199 INFO  CheckOutPage :40 - Entring zip code : [[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //input[@id='postal-code']]
2022-05-18 23:05:269 INFO  CheckOutPage :44 - click on Continue :[[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //input[@id='continue']]
2022-05-18 23:05:340 INFO  CheckOutCompletePage :22 - Getting thank you text :[[ChromeDriver: chrome on WINDOWS (edd778b61ed8060915b86e1c068bef9e)] -> xpath: //h2[@class='complete-header']]
2022-05-18 23:05:556 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:610 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:679 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //input[@id='password']]
2022-05-18 23:05:796 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:412 INFO  CartPage :24 - click on checkOutButton :[[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //button[contains(text(),'Checkout')]]
2022-05-18 23:05:500 INFO  CheckOutPage :32 - Entring first name : [[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //input[@id='first-name']]
2022-05-18 23:05:575 INFO  CheckOutPage :36 - Enter last name :[[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //input[@id='last-name']]
2022-05-18 23:05:661 INFO  CheckOutPage :40 - Entring zip code : [[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //input[@id='postal-code']]
2022-05-18 23:05:719 INFO  CheckOutPage :44 - click on Continue :[[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //input[@id='continue']]
2022-05-18 23:05:831 INFO  CheckOutCompletePage :26 - Getting thank you text :[[ChromeDriver: chrome on WINDOWS (3eb421cddb380791255b95839ef3a4f8)] -> xpath: //h2[@class='complete-header']]
2022-05-18 23:05:979 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:773 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:841 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //input[@id='password']]
2022-05-18 23:05:935 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:485 INFO  CartPage :24 - click on checkOutButton :[[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //button[contains(text(),'Checkout')]]
2022-05-18 23:05:571 INFO  CheckOutPage :32 - Entring first name : [[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //input[@id='first-name']]
2022-05-18 23:05:644 INFO  CheckOutPage :36 - Enter last name :[[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //input[@id='last-name']]
2022-05-18 23:05:737 INFO  CheckOutPage :40 - Entring zip code : [[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //input[@id='postal-code']]
2022-05-18 23:05:801 INFO  CheckOutPage :44 - click on Continue :[[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //input[@id='continue']]
2022-05-18 23:05:892 INFO  CheckOutCompletePage :27 - Getting thank you text :[[ChromeDriver: chrome on WINDOWS (859d70e889d84fc0abc303f7a2c9c30a)] -> xpath: //h2[@class='complete-header']]
2022-05-18 23:05:254 INFO  ManageDriver :34 - Launching Chrome Browser
2022-05-18 23:05:10 INFO  HomePage :32 - Entering text to username :standard_user[[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //input[@id='user-name']]
2022-05-18 23:05:72 INFO  HomePage :37 - Entering password to passwordfield : secret_sauce[[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //input[@id='password']]
2022-05-18 23:05:180 INFO  HomePage :42 - clicking on log in button :[[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //input[@id='login-button']]
2022-05-18 23:05:667 INFO  CartPage :24 - click on checkOutButton :[[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //button[contains(text(),'Checkout')]]
2022-05-18 23:05:755 INFO  CheckOutPage :32 - Entring first name : [[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //input[@id='first-name']]
2022-05-18 23:05:827 INFO  CheckOutPage :36 - Enter last name :[[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //input[@id='last-name']]
2022-05-18 23:05:910 INFO  CheckOutPage :40 - Entring zip code : [[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //input[@id='postal-code']]
2022-05-18 23:05:971 INFO  CheckOutPage :44 - click on Continue :[[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //input[@id='continue']]
2022-05-18 23:05:55 INFO  CheckOutCompletePage :28 - Getting thank you text :[[ChromeDriver: chrome on WINDOWS (2869e45c474e967ced40b6b8e8bce08a)] -> xpath: //h2[@class='complete-header']]
